positions,building,contents,profits,total
07/28/1980,1.04852123 ,1.09809700 ,0.00000000 ,2.14661800 
07/29/1980,0.00000000 ,2.87025900 ,0.00000000 ,2.87025900 
08/07/1980,4.27804246 ,1.15766500 ,0.88420644 ,6.31991400 
08/08/1980,2.12346120 ,0.00000000 ,0.00000000 ,2.12346100 
08/08/1980,2.48901903 ,0.43484630 ,0.00000000 ,2.92386500 
08/11/1980,1.03672767 ,0.86787700 ,0.13177160 ,2.03637600 
08/18/1980,0.05270864 ,1.68374800 ,0.00000000 ,1.73645700 
08/18/1980,2.04978038 ,0.00000000 ,0.00000000 ,2.04978000 
08/20/1980,1.90336750 ,0.00000000 ,0.00000000 ,1.90336700 
08/21/1980,1.61054173 ,0.00000000 ,0.00000000 ,1.61054200 
08/23/1980,1.46412884 ,0.25329430 ,0.00000000 ,1.71742300 
08/23/1980,0.00000000 ,2.37551200 ,0.75392533 ,3.12943800 
08/27/1980,1.45166471 ,0.60029280 ,0.00000000 ,2.05195800 
08/28/1980,1.96751830 ,0.00000000 ,0.00000000 ,1.96751800 
08/28/1980,0.51244510 ,1.59004400 ,0.00000000 ,2.10248900 
08/28/1980,0.00000000 ,2.38067300 ,0.87847731 ,3.25915100 
08/30/1980,1.99853587 ,0.00000000 ,0.00000000 ,1.99853600 
08/30/1980,0.14641288 ,5.27086400 ,0.00000000 ,5.41727700 
09/02/1980,2.81983602 ,0.00000000 ,0.00000000 ,2.81983600 
09/04/1980,3.27298536 ,0.00000000 ,0.42409810 ,3.69708300 
09/05/1980,1.75695461 ,0.28843340 ,0.00000000 ,2.04538800 
09/05/1980,2.67935578 ,0.00000000 ,0.00000000 ,2.67935600 
09/08/1980,0.55595461 ,2.06499900 ,0.80527086 ,3.42622400 
09/11/1980,1.31771596 ,0.27086380 ,0.00000000 ,1.58858000 
09/12/1980,1.33461347 ,2.92825800 ,0.00000000 ,4.26287100 
09/12/1980,1.24341435 ,0.51244510 ,0.00000000 ,1.75585900 
09/14/1980,1.98700586 ,0.00000000 ,0.00000000 ,1.98700600 
09/15/1980,1.66192533 ,0.00000000 ,0.00000000 ,1.66192500 
09/15/1980,5.41727672 ,2.19619300 ,0.00000000 ,7.61347000 
09/15/1980,1.79487848 ,0.00000000 ,0.00000000 ,1.79487800 
09/15/1980,5.02767204 ,1.46412900 ,0.18301611 ,6.67481700 
09/25/1980,0.23426061 ,1.89311900 ,0.05856515 ,2.18594400 
09/28/1980,0.00000000 ,3.85505100 ,0.00000000 ,3.85505100 
09/30/1980,0.43923865 ,2.34260600 ,0.43923865 ,3.22108300 
10/01/1980,0.65885798 ,1.17130300 ,0.29282577 ,2.12298700 
10/01/1980,0.00000000 ,1.46746600 ,0.29282577 ,1.76029100 
10/06/1980,1.57313177 ,0.39531480 ,0.07320644 ,2.04165300 
10/07/1980,3.75593851 ,0.00000000 ,0.00000000 ,3.75593900 
10/07/1980,1.75695461 ,0.48515670 ,0.00000000 ,2.24211100 
10/08/1980,1.32579795 ,0.39531480 ,0.00000000 ,1.72111300 
10/09/1980,1.46412884 ,0.00000000 ,0.00000000 ,1.46412900 
10/12/1980,2.51569839 ,2.19619300 ,0.00000000 ,4.71189200 
10/14/1980,2.15382430 ,0.00000000 ,0.00000000 ,2.15382400 
10/16/1980,0.87847731 ,1.51274800 ,1.48358712 ,3.87481300 
10/17/1980,11.31039531 ,7.75988300 ,0.00000000 ,19.07027800 
10/20/1980,1.75695461 ,0.11713030 ,0.01317716 ,1.88726200 
10/23/1980,0.51244510 ,0.95168370 ,0.00000000 ,1.46412900 
10/24/1980,1.53616398 ,0.00000000 ,0.00000000 ,1.53616400 
10/25/1980,2.56006589 ,0.00000000 ,0.00000000 ,2.56006600 
10/27/1980,1.31771596 ,1.48199100 ,0.00000000 ,2.79970700 
10/29/1980,1.68374817 ,0.32942900 ,0.00000000 ,2.01317700 
10/30/1980,1.39092240 ,0.07320644 ,0.00000000 ,1.46412900 
11/05/1980,3.66032211 ,2.66471400 ,0.00000000 ,6.32503700 
11/07/1980,1.56730015 ,0.00000000 ,0.00000000 ,1.56730000 
11/09/1980,0.00000000 ,2.19619300 ,0.00000000 ,2.19619300 
11/10/1980,1.61054173 ,0.72474380 ,0.00000000 ,2.33528600 
11/13/1980,1.53001464 ,0.58565150 ,0.00000000 ,2.11566600 
11/14/1980,0.75219766 ,0.71734700 ,0.00000000 ,1.46954500 
11/18/1980,2.19619327 ,3.20644200 ,0.00000000 ,5.40263500 
11/18/1980,5.31478770 ,0.00000000 ,0.00000000 ,5.31478800 
11/19/1980,1.31771596 ,1.55490500 ,0.00000000 ,2.87262100 
11/20/1980,0.00000000 ,2.78184500 ,0.00000000 ,2.78184500 
11/25/1980,2.57682138 ,0.00000000 ,0.00000000 ,2.57682100 
12/06/1980,3.10102489 ,0.00000000 ,0.00000000 ,3.10102500 
12/07/1980,0.00000000 ,1.46412900 ,0.00000000 ,1.46412900 
12/08/1980,1.46412884 ,0.58565150 ,0.00000000 ,2.04978000 
12/09/1980,1.24450952 ,0.71742310 ,0.00000000 ,1.96193300 
12/09/1980,0.00000000 ,1.46412900 ,0.00000000 ,1.46412900 
12/09/1980,2.04978038 ,0.58565150 ,0.00000000 ,2.63543200 
12/10/1980,0.00000000 ,1.46412900 ,0.00000000 ,1.46412900 
12/10/1980,3.66032211 ,2.19619300 ,0.00000000 ,5.85651500 
12/12/1980,2.66899122 ,0.48488730 ,0.14041142 ,3.29429000 
12/14/1980,1.26024158 ,1.26061500 ,0.00000000 ,2.52085700 
12/17/1980,7.32064422 ,12.15227000 ,0.00000000 ,19.47291400 
12/17/1980,1.31771596 ,0.51774670 ,0.00000000 ,1.83546300 
12/19/1980,2.04978038 ,0.00000000 ,0.00000000 ,2.04978000 
12/23/1980,2.78330893 ,0.00000000 ,0.00000000 ,2.78330900 
12/25/1980,1.75695461 ,1.02489000 ,0.00000000 ,2.78184500 
12/26/1980,1.75695461 ,0.00000000 ,0.00000000 ,1.75695500 
12/27/1980,2.48901903 ,0.35139090 ,0.00000000 ,2.84041000 
12/31/1980,1.46412884 ,0.86676430 ,0.00000000 ,2.33089300 
01/01/1981,1.28440367 ,0.34076020 ,0.13106160 ,1.75622500 
01/01/1981,1.04849279 ,0.26605500 ,0.00000000 ,1.31454800 
01/01/1981,0.59532110 ,1.80865000 ,0.00000000 ,2.40397100 
01/03/1981,3.14547837 ,3.77015200 ,0.00000000 ,6.91563000 
01/07/1981,1.49187680 ,0.00000000 ,0.00000000 ,1.49187700 
01/17/1981,1.53239581 ,0.00000000 ,0.00000000 ,1.53239600 
01/23/1981,1.87386107 ,0.00000000 ,0.00000000 ,1.87386100 
01/26/1981,1.44167759 ,0.37352560 ,0.00000000 ,1.81520300 
01/31/1981,5.89777195 ,2.35910900 ,0.00000000 ,8.25688100 
02/02/1981,1.41020446 ,0.00000000 ,0.00000000 ,1.41020400 
02/07/1981,1.28919397 ,0.91743120 ,0.00000000 ,2.20662500 
02/10/1981,4.91480996 ,29.22674000 ,0.00000000 ,34.14154700 
02/10/1981,2.44331062 ,0.00000000 ,0.00000000 ,2.44331100 
02/13/1981,3.59436959 ,0.00000000 ,0.00000000 ,3.59437000 
02/13/1981,1.96592398 ,0.40629100 ,0.00000000 ,2.37221500 
02/15/1981,0.52424640 ,3.14547800 ,0.00000000 ,3.66972500 
02/17/1981,0.99068152 ,5.24246400 ,0.65530800 ,6.88845300 
02/19/1981,1.80209699 ,0.00000000 ,0.00000000 ,1.80209700 
02/19/1981,1.44167759 ,0.00000000 ,0.00000000 ,1.44167800 
02/23/1981,2.68676278 ,5.57011800 ,0.91743119 ,9.17431200 
02/27/1981,1.70380079 ,0.39318480 ,0.00000000 ,2.09698600 
03/01/1981,0.39318480 ,1.37614700 ,1.04521625 ,2.81454800 
03/01/1981,1.32317693 ,0.36172610 ,0.00000000 ,1.68490300 
03/04/1981,1.44167759 ,0.49410220 ,0.16382700 ,2.09960700 
03/09/1981,2.62123198 ,0.00000000 ,0.00000000 ,2.62123200 
03/10/1981,1.31061599 ,0.06553080 ,0.00000000 ,1.37614700 
03/12/1981,0.65530799 ,0.92398430 ,0.08519004 ,1.66448200 
03/13/1981,1.96592398 ,0.39318480 ,0.00000000 ,2.35910900 
03/16/1981,4.13648755 ,0.00000000 ,0.00000000 ,4.13648800 
03/19/1981,1.39439581 ,0.00000000 ,0.00000000 ,1.39439600 
03/23/1981,1.31061599 ,0.49148100 ,0.00000000 ,1.80209700 
03/24/1981,1.33682831 ,0.48230670 ,0.00000000 ,1.81913500 
03/24/1981,0.33420708 ,0.97640890 ,0.20314548 ,1.51376100 
03/27/1981,3.01965924 ,0.06111402 ,0.00000000 ,3.08077300 
04/01/1981,7.20838794 ,13.76147000 ,0.00000000 ,20.96985600 
04/10/1981,1.57273919 ,2.62123200 ,0.00000000 ,4.19397100 
04/13/1981,1.17955439 ,0.68208910 ,0.00000000 ,1.86164400 
04/18/1981,1.96592398 ,0.53079950 ,0.00000000 ,2.49672300 
04/20/1981,0.00000000 ,1.47719300 ,0.73658847 ,2.21378100 
04/20/1981,2.62123198 ,2.62123200 ,0.00000000 ,5.24246400 
04/22/1981,1.32225426 ,0.00000000 ,0.00000000 ,1.32225400 
04/23/1981,2.09698558 ,6.15989500 ,0.29488860 ,8.55176900 
04/24/1981,1.96592398 ,0.00000000 ,0.00000000 ,1.96592400 
04/25/1981,2.62123198 ,10.27392000 ,0.00000000 ,12.89515100 
04/26/1981,1.39580603 ,0.39318480 ,0.00000000 ,1.78899100 
04/26/1981,1.89936959 ,0.27745740 ,0.00000000 ,2.17682700 
04/27/1981,8.01484928 ,0.76277850 ,0.00000000 ,8.77762800 
04/27/1981,1.38269987 ,0.43250330 ,0.00000000 ,1.81520300 
04/29/1981,1.68314024 ,0.00000000 ,0.00000000 ,1.68314000 
04/29/1981,1.31061599 ,2.33289600 ,0.00000000 ,3.64351200 
05/02/1981,0.52555701 ,1.08781100 ,0.00000000 ,1.61336800 
05/03/1981,0.94364351 ,0.52424640 ,0.00000000 ,1.46789000 
05/05/1981,1.40560419 ,0.00000000 ,0.00000000 ,1.40560400 
05/06/1981,1.54806422 ,1.57273900 ,0.00000000 ,3.12080300 
05/11/1981,1.59818087 ,0.00000000 ,0.00000000 ,1.59818100 
05/13/1981,1.57273919 ,2.22804700 ,0.00000000 ,3.80078600 
05/14/1981,1.51008912 ,0.00000000 ,0.00000000 ,1.51008900 
05/16/1981,1.17955439 ,0.39318480 ,0.00000000 ,1.57273900 
05/16/1981,1.69899083 ,0.13106160 ,0.00000000 ,1.83005200 
05/21/1981,2.62123198 ,0.00000000 ,0.00000000 ,2.62123200 
05/21/1981,2.33072739 ,0.47575360 ,0.00000000 ,2.80648100 
05/23/1981,0.78636959 ,0.57142860 ,0.00000000 ,1.35779800 
05/24/1981,0.98951507 ,0.62909570 ,0.00000000 ,1.61861100 
05/25/1981,0.65530799 ,1.31061600 ,0.00000000 ,1.96592400 
05/28/1981,2.76015727 ,0.26212320 ,0.00000000 ,3.02228000 
05/29/1981,2.62123198 ,53.60419000 ,0.00000000 ,56.22542600 
05/31/1981,4.58715596 ,0.39318480 ,0.00000000 ,4.98034100 
06/02/1981,1.98716252 ,0.00000000 ,0.00000000 ,1.98716300 
06/14/1981,1.96592398 ,0.00000000 ,0.00000000 ,1.96592400 
06/16/1981,2.71129227 ,0.00000000 ,0.00000000 ,2.71129200 
06/17/1981,1.70380079 ,0.19659240 ,0.00000000 ,1.90039300 
06/18/1981,1.39580603 ,0.32765400 ,0.00000000 ,1.72346000 
06/18/1981,1.57273919 ,0.00000000 ,0.00000000 ,1.57273900 
06/19/1981,1.37614679 ,0.32765400 ,0.00000000 ,1.70380100 
06/19/1981,2.32634338 ,0.69331590 ,0.00000000 ,3.01965900 
06/21/1981,1.83486239 ,0.00000000 ,0.00000000 ,1.83486200 
06/24/1981,0.69724771 ,0.72214940 ,0.00000000 ,1.41939700 
06/29/1981,3.93184797 ,0.45871560 ,0.00000000 ,4.39056400 
06/30/1981,5.24246396 ,2.62123200 ,0.00000000 ,7.86369600 
07/01/1981,0.52424640 ,1.04849300 ,0.00000000 ,1.57273900 
07/01/1981,1.33661337 ,0.00000000 ,0.00000000 ,1.33661300 
07/05/1981,1.70380079 ,0.00000000 ,0.00000000 ,1.70380100 
07/07/1981,1.96592398 ,0.66969860 ,0.00000000 ,2.63562300 
07/10/1981,1.43564875 ,0.42906950 ,0.00000000 ,1.86471800 
07/11/1981,1.44167759 ,0.01607733 ,0.00000000 ,1.45775500 
07/11/1981,5.89777195 ,1.41546500 ,0.24508519 ,7.55832200 
07/12/1981,1.68281782 ,0.09274050 ,0.25583879 ,2.03139700 
07/20/1981,0.98296199 ,0.36697250 ,0.00000000 ,1.34993400 
07/26/1981,1.12505898 ,0.34141550 ,0.00838794 ,1.47486200 
07/28/1981,3.40760157 ,1.31061600 ,0.39318480 ,5.11140200 
07/30/1981,5.24246396 ,0.00000000 ,0.00000000 ,5.24246400 
07/31/1981,1.31061599 ,0.13106160 ,0.00000000 ,1.44167800 
08/04/1981,3.93613893 ,0.00000000 ,0.00000000 ,3.93613900 
08/05/1981,4.06290957 ,0.00000000 ,0.00000000 ,4.06291000 
08/11/1981,0.98296199 ,0.39318480 ,0.00000000 ,1.37614700 
08/19/1981,1.59895151 ,0.08519004 ,0.00000000 ,1.68414200 
08/19/1981,1.18947837 ,0.17876930 ,0.07237222 ,1.44062000 
08/25/1981,1.36454915 ,0.00000000 ,0.00000000 ,1.36454900 
08/25/1981,0.00000000 ,1.57273900 ,0.00000000 ,1.57273900 
08/27/1981,2.18542202 ,0.00000000 ,0.00000000 ,2.18542200 
08/27/1981,3.28134600 ,0.00000000 ,0.00000000 ,3.28134600 
08/27/1981,1.36310092 ,0.00000000 ,0.00000000 ,1.36310100 
08/28/1981,1.70380079 ,0.22280470 ,0.19659240 ,2.12319800 
08/28/1981,2.09698558 ,0.53735260 ,0.00000000 ,2.63433800 
08/28/1981,1.83486239 ,0.26343380 ,0.00000000 ,2.09829600 
08/29/1981,1.63826999 ,1.40289800 ,0.39318480 ,3.43435300 
09/01/1981,1.31276278 ,0.16603280 ,0.00000000 ,1.47879600 
09/02/1981,1.31061599 ,1.31061600 ,0.00000000 ,2.62123200 
09/03/1981,2.75229358 ,0.24901700 ,0.00000000 ,3.00131100 
09/04/1981,1.42973394 ,0.00000000 ,0.00000000 ,1.42973400 
09/06/1981,8.12581913 ,2.09698600 ,0.00000000 ,10.22280500 
09/09/1981,1.39549803 ,1.18389800 ,0.00000000 ,2.57939600 
09/09/1981,1.75535911 ,0.00000000 ,0.00000000 ,1.75535900 
09/10/1981,1.47340498 ,0.00000000 ,0.00000000 ,1.47340500 
09/11/1981,1.17955439 ,0.77326340 ,0.00000000 ,1.95281800 
09/14/1981,1.77986894 ,0.00000000 ,0.00000000 ,1.77986900 
09/15/1981,1.98686239 ,0.00000000 ,0.00000000 ,1.98686200 
09/16/1981,1.53997379 ,0.39973790 ,0.00000000 ,1.93971200 
09/17/1981,1.67590039 ,0.00000000 ,0.00000000 ,1.67590000 
09/17/1981,0.00000000 ,1.57273900 ,0.00000000 ,1.57273900 
09/19/1981,1.83486239 ,0.03473132 ,0.65530800 ,2.52490200 
09/19/1981,14.02359109 ,0.00000000 ,0.65530800 ,14.67889900 
09/20/1981,2.09043250 ,0.74705110 ,0.19659240 ,3.03407600 
09/21/1981,1.04849279 ,0.93053740 ,0.00000000 ,1.97903000 
09/22/1981,4.62714286 ,1.31061600 ,0.00000000 ,5.93775900 
09/26/1981,0.39318480 ,1.04849300 ,0.00000000 ,1.44167800 
09/29/1981,0.00000000 ,2.62123200 ,0.00000000 ,2.62123200 
10/01/1981,1.70380079 ,0.33420710 ,0.00000000 ,2.03800800 
10/03/1981,0.47837484 ,2.49017000 ,0.78636959 ,3.75491500 
10/07/1981,1.96592398 ,0.47182180 ,0.00000000 ,2.43774600 
10/07/1981,1.70203145 ,0.00000000 ,0.00000000 ,1.70203100 
10/11/1981,5.48341153 ,1.62645900 ,0.00000000 ,7.10987000 
10/15/1981,2.01965924 ,0.00000000 ,0.00000000 ,2.01965900 
10/17/1981,1.85049017 ,0.00000000 ,0.00000000 ,1.85049000 
10/18/1981,1.21887287 ,0.19707730 ,0.00000000 ,1.41595000 
10/22/1981,2.24115334 ,3.80078600 ,1.65137615 ,7.69331600 
10/25/1981,1.44167759 ,1.57273900 ,0.00000000 ,3.01441700 
10/27/1981,1.37614679 ,0.39318480 ,0.58977720 ,2.35910900 
10/28/1981,1.00253866 ,0.58977720 ,0.00000000 ,1.59231600 
11/01/1981,1.03538663 ,0.35386630 ,0.00000000 ,1.38925300 
11/01/1981,1.33296855 ,0.00000000 ,0.00000000 ,1.33296900 
11/03/1981,1.17955439 ,0.24377460 ,0.00000000 ,1.42332900 
11/03/1981,0.99198952 ,1.33027400 ,0.65530800 ,2.97757100 
11/05/1981,1.38735518 ,0.00000000 ,0.00000000 ,1.38735500 
11/05/1981,0.87680210 ,0.52817820 ,0.00000000 ,1.40498000 
11/08/1981,1.96592398 ,0.65530800 ,0.00000000 ,2.62123200 
11/13/1981,2.44429882 ,1.17955400 ,0.65530800 ,4.27916100 
11/15/1981,1.57273919 ,0.03276540 ,0.00000000 ,1.60550500 
11/16/1981,1.70380079 ,0.30799480 ,0.00000000 ,2.01179600 
11/17/1981,1.31061599 ,0.95674970 ,0.00000000 ,2.26736600 
11/17/1981,1.46465007 ,0.00000000 ,0.00000000 ,1.46465000 
11/19/1981,1.27707995 ,2.09698600 ,0.00000000 ,3.37406600 
11/22/1981,0.35187418 ,1.13892500 ,0.00000000 ,1.49079900 
11/24/1981,1.57273919 ,0.52424640 ,0.00000000 ,2.09698600 
11/25/1981,1.09979685 ,0.47036960 ,0.00000000 ,1.57016600 
11/25/1981,1.04849279 ,0.32765400 ,0.00000000 ,1.37614700 
12/01/1981,2.62123198 ,0.52424640 ,0.00000000 ,3.14547800 
12/07/1981,8.45373526 ,0.00000000 ,0.00000000 ,8.45373500 
12/10/1981,0.80523591 ,2.22804700 ,0.00000000 ,3.03328300 
12/13/1981,0.09829620 ,1.96592400 ,0.00000000 ,2.06422000 
12/14/1981,5.24246396 ,1.17955400 ,0.00000000 ,6.42201800 
12/14/1981,1.89878768 ,0.00000000 ,0.00000000 ,1.89878800 
12/18/1981,1.31061599 ,0.17955440 ,0.00000000 ,1.49017000 
12/21/1981,2.88335518 ,47.18218000 ,0.00000000 ,50.06553100 
12/21/1981,1.44167759 ,0.11795540 ,0.00000000 ,1.55963300 
12/22/1981,0.00000000 ,1.96592400 ,0.00000000 ,1.96592400 
12/28/1981,1.80005242 ,0.00000000 ,0.00000000 ,1.80005200 
12/29/1981,2.09698558 ,0.32765400 ,0.00000000 ,2.42464000 
12/29/1981,0.00000000 ,1.31061600 ,0.00000000 ,1.31061600 
12/31/1981,1.31061599 ,0.30144170 ,0.00000000 ,1.61205800 
01/06/1982,2.08085612 ,2.14030900 ,0.00000000 ,4.22116500 
01/08/1982,0.78478002 ,0.47562430 ,0.00000000 ,1.26040400 
01/08/1982,1.11802616 ,0.28566710 ,0.00000000 ,1.40369300 
01/09/1982,1.07015458 ,0.22711060 ,0.00000000 ,1.29726500 
01/13/1982,1.66698098 ,0.26051130 ,0.00000000 ,1.92749200 
01/13/1982,1.42687277 ,0.48858500 ,0.00000000 ,1.91545800 
01/14/1982,1.20745184 ,0.00000000 ,0.00000000 ,1.20745200 
01/17/1982,0.00000000 ,5.69858300 ,0.00000000 ,5.69858300 
01/21/1982,1.72413793 ,0.17835910 ,0.00000000 ,1.90249700 
01/22/1982,0.71343639 ,0.47569800 ,0.00000000 ,1.18913400 
01/22/1982,1.73569322 ,8.44233100 ,0.00000000 ,10.17802400 
01/22/1982,0.00000000 ,0.36024490 ,1.24183472 ,1.60208000 
01/24/1982,0.00000000 ,4.16171200 ,0.00000000 ,4.16171200 
01/28/1982,2.36304994 ,0.00000000 ,0.00000000 ,2.36305000 
01/29/1982,1.90740428 ,0.05763971 ,0.00000000 ,1.96504400 
02/01/1982,1.62689298 ,0.31908920 ,0.00000000 ,1.94598200 
02/01/1982,2.85374554 ,0.00000000 ,0.00000000 ,2.85374600 
02/03/1982,0.92152200 ,0.28091800 ,0.00000000 ,1.20244000 
02/04/1982,3.92390012 ,6.89655200 ,0.00000000 ,10.82045200 
02/04/1982,1.58876338 ,0.00000000 ,0.00000000 ,1.58876300 
02/04/1982,1.65045184 ,0.44589770 ,0.00000000 ,2.09635000 
02/05/1982,4.75624257 ,0.00000000 ,0.71343639 ,5.46967900 
02/07/1982,1.10225922 ,0.79072530 ,0.00000000 ,1.89298500 
02/08/1982,1.48632580 ,0.54696790 ,0.00000000 ,2.03329400 
02/09/1982,0.65398335 ,0.95124850 ,0.00000000 ,1.60523200 
02/16/1982,1.20689655 ,0.19619500 ,0.00000000 ,1.40309200 
02/22/1982,0.92746730 ,0.26753860 ,0.00000000 ,1.19500600 
02/25/1982,2.85374554 ,0.39239000 ,0.00000000 ,3.24613600 
02/27/1982,1.26312247 ,0.00000000 ,0.00000000 ,1.26312200 
02/27/1982,0.59453032 ,2.37812100 ,0.00000000 ,2.97265200 
02/28/1982,1.10387990 ,0.10107020 ,0.00000000 ,1.20495000 
