"X.Y..m..d","DANISH"
"1981-01-23",1.873861075
"1981-01-26",1.815203145
"1981-01-31",8.256880734
"1981-02-02",1.410204456
"1981-02-07",2.206625164
"1981-02-10",34.14154653
"1981-02-10",2.443310616
"1981-02-13",3.594369594
"1981-02-13",2.372214941
"1981-02-15",3.669724771
"1981-02-17",6.888453473
"1981-02-19",1.802096986
"1981-02-19",1.441677588
"1981-02-23",9.174311927
"1981-02-27",2.096985583
"1981-03-01",2.814547837
"1981-03-01",1.684903014
"1981-03-04",2.099606815
"1981-03-09",2.621231979
"1981-03-10",1.376146789
"1981-03-12",1.664482307
"1981-03-13",2.359108781
"1981-03-16",4.136487549
"1981-03-19",1.394395806
"1981-03-23",1.802096986
"1981-03-24",1.819134993
"1981-03-24",1.513761468
"1981-03-27",3.080773263
"1981-04-01",20.96985583
"1981-04-10",4.193971166
"1981-04-13",1.861643512
"1981-04-18",2.49672346
"1981-04-20",2.213781127
"1981-04-20",5.242463958
"1981-04-22",1.32225426
"1981-04-23",8.551769332
"1981-04-24",1.965923984
"1981-04-25",12.89515072
"1981-04-26",1.788990826
"1981-04-26",2.176826999
"1981-04-27",8.777627785
"1981-04-27",1.815203145
"1981-04-29",1.683140236
"1981-04-29",3.643512451
"1981-05-02",1.613368283
"1981-05-03",1.467889908
"1981-05-05",1.405604194
"1981-05-06",3.120803408
"1981-05-11",1.598180865
"1981-05-13",3.80078637
"1981-05-14",1.510089122
"1981-05-16",1.572739187
"1981-05-16",1.830052425
"1981-05-21",2.621231979
"1981-05-21",2.806480996
"1981-05-23",1.357798165
"1981-05-24",1.618610747
"1981-05-25",1.965923984
"1981-05-28",3.022280472
"1981-05-29",56.22542595
"1981-05-31",4.98034076
"1981-06-02",1.987162516
"1981-06-14",1.965923984
"1981-06-16",2.711292267
"1981-06-17",1.900393185
"1981-06-18",1.723460026
"1981-06-18",1.572739187
"1981-06-19",1.703800786
"1981-06-19",3.01965924
"1981-06-21",1.834862385
"1981-06-24",1.419397117
"1981-06-29",4.390563565
"1981-06-30",7.863695937
"1981-07-01",1.572739187
"1981-07-01",1.336613368
"1981-07-05",1.703800786
"1981-07-07",2.635622543
"1981-07-10",1.864718218
"1981-07-11",1.457754915
"1981-07-11",7.558322412
"1981-07-12",2.031397117
"1981-07-20",1.349934469
"1981-07-26",1.474862385
"1981-07-28",5.111402359
"1981-07-30",5.242463958
"1981-07-31",1.441677588
"1981-08-04",3.936138925
"1981-08-05",4.062909567
"1981-08-11",1.376146789
"1981-08-19",1.684141547
"1981-08-19",1.440619921
"1981-08-25",1.364549148
"1981-08-25",1.572739187
"1981-08-27",2.185422018
"1981-08-27",3.281346003
"1981-08-27",1.363100917
"1981-08-28",2.123197903
"1981-08-28",2.634338139
"1981-08-28",2.098296199
"1981-08-29",3.434352556
"1981-09-01",1.478795544
"1981-09-02",2.621231979
"1981-09-03",3.001310616
"1981-09-04",1.429733945
"1981-09-06",10.22280472
"1981-09-09",2.579395806
"1981-09-09",1.755359109
"1981-09-10",1.47340498
"1981-09-11",1.952817824
"1981-09-14",1.779868938
"1981-09-15",1.986862385
"1981-09-16",1.939711664
"1981-09-17",1.675900393
"1981-09-17",1.572739187
"1981-09-19",2.524901704
"1981-09-19",14.67889908
"1981-09-20",3.034076016
"1981-09-21",1.979030144
"1981-09-22",5.937758847
"1981-09-26",1.441677588
"1981-09-29",2.621231979
"1981-10-01",2.038007864
"1981-10-03",3.75491481
"1981-10-07",2.43774574
"1981-10-07",1.702031455
"1981-10-11",7.109870249
"1981-10-15",2.01965924
"1981-10-17",1.85049017
"1981-10-18",1.415950197
"1981-10-22",7.693315858
"1981-10-25",3.014416776
"1981-10-27",2.359108781
"1981-10-28",1.592315858
"1981-11-01",1.389252949
"1981-11-01",1.332968545
"1981-11-03",1.423328965
"1981-11-03",2.977571429
"1981-11-05",1.387355177
"1981-11-05",1.404980341
"1981-11-08",2.621231979
"1981-11-13",4.279161206
"1981-11-15",1.605504587
"1981-11-16",2.011795544
"1981-11-17",2.267365662
"1981-11-17",1.464650066
"1981-11-19",3.374065531
"1981-11-22",1.490799476
"1981-11-24",2.096985583
"1981-11-25",1.570166448
"1981-11-25",1.376146789
"1981-12-01",3.145478375
"1981-12-07",8.453735256
"1981-12-10",3.033283093
"1981-12-13",2.064220183
"1981-12-14",6.422018349
"1981-12-14",1.89878768
"1981-12-18",1.49017038
"1981-12-21",50.0655308
"1981-12-21",1.559633028
"1981-12-22",1.965923984
"1981-12-28",1.800052425
"1981-12-29",2.424639581
"1981-12-29",1.31061599
"1981-12-31",1.612057667
"1982-01-06",4.221165279
"1982-01-08",1.260404281
"1982-01-08",1.403693222
"1982-01-09",1.297265161
"1982-01-13",1.927492271
"1982-01-13",1.915457788
"1982-01-14",1.207451843
"1982-01-17",5.69858264
"1982-01-21",1.902497027
"1982-01-22",1.189134364
"1982-01-22",10.17802378
"1982-01-22",1.602079667
"1982-01-24",4.161712247
"1982-01-28",2.363049941
"1982-01-29",1.965043995
"1982-02-01",1.945982164
"1982-02-01",2.853745541
"1982-02-03",1.202439952
"1982-02-04",10.82045184
"1982-02-04",1.588763377
"1982-02-04",2.096349584
"1982-02-05",5.469678954
"1982-02-07",1.892984542
"1982-02-08",2.033293698
"1982-02-09",1.605231867
"1982-02-16",1.403091558
"1982-02-22",1.195005945
"1982-02-25",3.246135553
"1982-02-27",1.263122473
"1982-02-27",2.972651605
"1982-02-28",1.204950059
"1982-02-28",1.881273484
"1982-02-28",1.783590963
"1982-03-07",3.923900119
"1982-03-07",1.902497027
"1982-03-10",1.664684899
"1982-03-10",4.452825208
"1982-03-19",1.32362069
"1982-03-20",1.605231867
"1982-03-22",24.97027348
"1982-03-25",2.734839477
"1982-03-29",1.783590963
"1982-04-05",1.810939358
"1982-04-05",2.114149822
"1982-04-11",1.391200951
"1982-04-12",1.346016647
"1982-04-12",1.507384067
"1982-04-14",1.940487515
"1982-04-14",2.56979786
"1982-04-18",1.580765755
"1982-04-18",1.487514863
"1982-04-20",1.521997622
"1982-04-21",1.690844233
"1982-04-22",1.783590963
"1982-04-24",1.258865636
"1982-04-24",1.573747919
"1982-04-24",1.467300832
"1982-04-25",2.713705113
"1982-04-25",2.736028537
"1982-04-27",1.456599287
"1982-04-28",2.137431629
"1982-04-28",2.479090369
"1982-05-01",2.378121284
"1982-05-01",4.637336504
"1982-05-02",1.189060642
"1982-05-03",1.545778835
"1982-05-08",2.342449465
"1982-05-12",2.337693222
"1982-05-16",1.397146254
"1982-05-23",4.221165279
"1982-05-31",1.639952438
"1982-06-03",1.218787158
"1982-06-06",3.68608799
"1982-06-07",2.497027348
"1982-06-08",2.497027348
"1982-06-10",5.231866825
"1982-06-10",1.307966706
"1982-06-11",1.268124851
"1982-06-16",2.165279429
"1982-06-17",4.640192628
"1982-06-17",2.972651605
"1982-06-22",1.664684899
"1982-06-24",1.189060642
"1982-06-27",11.89060642
"1982-07-01",2.865636147
"1982-07-01",1.24436742
"1982-07-03",1.724137931
"1982-07-11",5.695600476
"1982-07-14",1.35956956
"1982-07-14",7.07491082
"1982-07-15",1.403475624
"1982-07-15",1.402418549
"1982-07-19",1.319857313
"1982-07-21",4.320588585
"1982-07-24",1.843043995
"1982-07-24",1.414982164
"1982-07-26",1.486325803
"1982-07-27",4.946032105
"1982-07-28",1.913198573
"1982-07-29",20.04994055
"1982-07-29",1.436507729
"1982-07-31",5.507728894
"1982-08-01",3.210463734
"1982-08-02",1.399328181
"1982-08-04",5.001734839
"1982-08-04",3.448275862
"1982-08-05",3.55648038
"1982-08-05",1.357568371
"1982-08-06",2.131511296
"1982-08-06",1.84188585
"1982-08-07",1.426872771
"1982-08-09",2.417598098
"1982-08-11",1.252154578
"1982-08-12",1.899702735
"1982-08-13",1.559183115
"1982-08-20",1.24925327
"1982-08-21",1.903241379
"1982-08-23",1.605231867
"1982-08-24",2.22965874
"1982-08-27",1.212841855
"1982-08-30",3.448275862
"1982-09-03",1.243267539
"1982-09-06",1.674931034
"1982-09-08",1.353151011
"1982-09-10",1.78754459
"1982-09-10",2.03686088
"1982-09-13",1.973840666
"1982-09-14",1.640903686
"1982-09-18",2.909932224
"1982-09-18",2.550958383
"1982-09-19",1.807372176
"1982-09-20",4.002577883
"1982-09-22",1.426872771
"1982-09-28",2.343111772
"1982-09-30",1.38882283
"1982-10-01",4.173602854
"1982-10-03",1.278537455
"1982-10-04",3.558858502
"1982-10-06",1.200149822
"1982-10-16",1.551234245
"1982-10-24",1.699619501
"1982-10-24",65.70749108
"1982-10-27",27.26259453
"1982-10-27",15.92627824
"1982-10-31",1.279497027
"1982-11-01",3.098441141
"1982-11-06",2.94696195
"1982-11-07",1.224732461
"1982-11-08",1.664684899
"1982-11-09",1.319601665
"1982-11-11",1.516599287
"1982-11-11",1.273230678
"1982-11-11",1.664684899
"1982-11-13",1.307966706
"1982-11-15",5.469678954
"1982-11-20",1.248513674
"1982-11-21",1.986825208
"1982-11-22",1.426872771
"1982-11-23",1.426872771
"1982-11-23",2.164090369
"1982-11-24",2.140309156
"1982-11-25",1.307966706
"1982-11-25",1.498384067
"1982-11-27",1.688466112
"1982-12-01",1.83994887
"1982-12-02",4.375743163
"1982-12-02",1.786692033
"1982-12-07",1.655944114
"1982-12-09",1.189060642
"1982-12-10",3.85075981
"1982-12-10",4.161712247
"1982-12-20",2.140309156
"1982-12-20",2.140309156
"1982-12-20",2.615933413
"1982-12-23",4.161712247
"1982-12-24",22.25822592
"1982-12-25",2.25921522
"1982-12-25",4.280618312
"1982-12-25",1.306247325
"1982-12-27",5.588585018
"1982-12-31",2.794292509
"1983-01-03",1.44160178
"1983-01-03",1.349646274
"1983-01-07",1.565072303
"1983-01-09",1.112347052
"1983-01-10",2.810163515
"1983-01-15",1.783452725
"1983-01-18",2.128698554
"1983-01-19",4.349276974
"1983-01-23",2.710789766
"1983-01-24",1.134593993
"1983-01-25",2.623686318
"1983-01-30",2.393770857
"1983-02-03",6.234705228
"1983-02-08",1.378197998
"1983-02-09",1.216907675
"1983-02-11",1.163515017
"1983-02-12",2.459407119
"1983-02-14",4.727474972
"1983-02-14",1.557285873
"1983-02-17",1.307007786
"1983-02-18",3.14349277
"1983-02-20",1.197107898
"1983-02-21",1.167964405
"1983-02-24",1.112347052
"1983-03-18",1.779755284
"1983-03-21",1.64740267
"1983-03-21",1.72369188
"1983-03-22",5.561735261
"1983-03-23",1.334816463
"1983-03-24",1.446051168
"1983-03-28",1.334816463
"1983-04-01",1.590656285
"1983-04-05",1.112347052
"1983-04-06",3.03243604
"1983-04-10",3.786429366
"1983-04-11",2.224694105
"1983-04-12",2.447163515
"1983-04-15",10.01112347
"1983-04-17",1.163547275
"1983-04-18",1.112347052
"1983-04-18",3.152863181
"1983-04-20",3.726362625
"1983-04-21",4.449388209
"1983-04-21",2.281263626
"1983-04-24",3.559510567
"1983-05-04",4.449388209
"1983-05-10",1.209121246
"1983-05-13",1.156840934
"1983-05-14",2.224694105
"1983-05-17",1.240266963
"1983-05-18",1.15925584
"1983-05-24",1.668520578
"1983-05-27",3.337041157
"1983-05-29",10.07230256
"1983-06-06",2.141268076
"1983-06-07",1.474972191
"1983-06-10",1.112347052
"1983-06-10",1.689655172
"1983-06-17",1.668520578
"1983-06-19",1.617352614
"1983-06-22",1.112347052
"1983-06-23",2.169076752
"1983-06-24",1.493882091
"1983-06-29",1.408231368
"1983-07-01",2.502780868
"1983-07-03",2.258064516
"1983-07-03",3.726362625
"1983-07-04",1.893699666
"1983-07-04",1.704115684
"1983-07-07",2.342854283
"1983-07-08",1.946607341
"1983-07-12",1.27919911
"1983-07-15",1.510696329
"1983-07-17",2.447163515
"1983-07-18",3.675194661
"1983-07-19",2.378241379
"1983-07-20",1.774193548
"1983-07-20",1.51512792
"1983-07-25",2.234705228
"1983-07-25",1.816462736
"1983-08-02",3.448275862
"1983-08-05",4.67185762
"1983-08-09",1.156840934
"1983-08-16",1.223581758
"1983-08-16",4.078929922
"1983-08-17",1.19243604
"1983-08-22",1.204093437
"1983-08-22",2.55839822
"1983-08-22",1.618464961
"1983-08-23",1.822024472
"1983-08-25",1.61056396
"1983-08-25",1.860956618
"1983-08-25",7.992070078
"1983-08-28",1.785317019
"1983-08-30",4.89432703
"1983-08-31",2.52057842
"1983-08-31",1.394883204
"1983-08-31",1.390433815
"1983-09-01",1.297179088
"1983-09-01",3.670745273
"1983-09-03",3.876529477
"1983-09-03",3.587319244
"1983-09-04",1.437954394
"1983-09-05",1.17527475
"1983-09-08",1.501668521
"1983-09-09",1.506003337
"1983-09-13",5.925472747
"1983-09-16",12.63181313
"1983-09-16",3.061179088
"1983-09-17",1.436040044
"1983-09-18",2.27919911
"1983-09-18",1.491766407
"1983-09-19",6.916553949
"1983-09-21",1.604229143
"1983-09-25",1.668520578
"1983-09-25",1.157211346
"1983-09-27",1.320355951
"1983-09-29",3.448275862
"1983-10-01",1.975761958
"1983-10-02",1.85650723
"1983-10-03",2.002224694
"1983-10-03",5.300503893
"1983-10-05",4.004449388
"1983-10-06",1.124468298
"1983-10-07",1.546494994
"1983-10-11",2.55839822
"1983-10-20",1.47916574
"1983-10-22",1.259399333
"1983-10-22",3.197997775
"1983-10-24",3.114571746
"1983-10-27",1.312569522
"1983-11-01",5.672969967
"1983-11-13",13.34816463
"1983-11-15",11.43159066
"1983-11-16",4.259176863
"1983-11-23",3.366826474
"1983-11-25",1.112347052
"1983-11-26",1.112347052
"1983-11-28",1.446051168
"1983-11-30",2.073114572
"1983-12-07",1.223581758
"1983-12-15",1.612903226
"1983-12-17",1.319243604
"1983-12-19",1.129032258
"1983-12-20",2.33592881
"1983-12-23",1.724137931
"1983-12-24",11.12347052
"1983-12-25",1.668520578
"1983-12-25",1.557285873
"1983-12-27",1.557285873
"1983-12-27",1.933311457
"1983-12-27",1.724137931
"1983-12-30",1.501668521
"1984-01-01",2.207434555
"1984-01-01",1.047120419
"1984-01-02",1.425361257
"1984-01-04",1.361256545
"1984-01-07",9.314136126
"1984-01-08",1.644890052
"1984-01-09",2.617801047
"1984-01-10",2.541112042
"1984-01-14",1.570680628
"1984-01-15",1.256544503
"1984-01-31",1.458638743
"1984-02-06",1.047120419
"1984-02-07",2.231413613
"1984-02-07",2.19895288
"1984-02-16",5.02617801
"1984-02-25",2.408376963
"1984-02-28",1.65217801
"1984-02-29",1.151832461
"1984-03-06",1.31968377
"1984-03-06",2.701570681
"1984-03-06",2.544502618
"1984-03-07",2.356020942
"1984-03-07",1.256544503
"1984-03-08",1.67539267
"1984-03-09",1.361256545
"1984-03-12",3.87434555
"1984-03-15",1.769633508
"1984-03-17",1.118324607
"1984-03-17",2.209424084
"1984-03-19",1.098429319
"1984-03-25",1.151832461
"1984-03-27",2.963749738
"1984-03-28",11.62303665
"1984-03-28",14.29319372
"1984-04-03",1.287958115
"1984-04-07",1.465968586
"1984-04-14",13.62303665
"1984-04-19",1.129842932
"1984-04-19",2.403141361
"1984-04-22",5.445026178
"1984-04-25",1.046910995
"1984-04-26",1.059162304
"1984-04-26",2.094240838
"1984-04-26",1.855497382
"1984-04-27",1.570680628
"1984-04-27",1.937172775
"1984-04-30",2.203141361
"1984-05-02",2.460732984
"1984-05-12",1.427616754
"1984-05-12",1.735078534
"1984-05-13",4.083769634
"1984-05-14",2.157068063
"1984-05-19",1.465968586
"1984-05-20",1.168586387
"1984-05-20",1.22513089
"1984-05-29",1.151832461
"1984-06-01",3.769633508
"1984-06-01",1.095052356
"1984-06-04",1.204188482
"1984-06-07",2.617801047
"1984-06-08",1.871204188
"1984-06-08",4.397905759
"1984-06-08",4.607329843
"1984-06-11",18.64648377
"1984-06-14",1.047120419
"1984-06-18",1.047120419
"1984-06-19",1.047120419
"1984-06-19",15.81151832
"1984-06-22",1.989528796
"1984-06-24",1.047120419
"1984-06-24",1.256544503
"1984-07-01",1.151832461
"1984-07-05",1.073298429
"1984-07-09",1.194420942
"1984-07-12",1.064361257
"1984-07-12",1.384293194
"1984-07-12",1.130890052
"1984-07-15",1.151832461
"1984-07-17",1.793717277
"1984-07-20",1.141361257
"1984-07-23",1.632905759
"1984-07-27",2.643979058
"1984-08-01",1.286896335
"1984-08-01",4.45026178
"1984-08-01",1.236649215
"1984-08-02",1.959162304
"1984-08-04",1.191050262
"1984-08-05",1.314433508
"1984-08-07",1.989528796
"1984-08-09",1.649570681
"1984-08-10",2.722513089
"1984-08-11",1.132420942
"1984-08-16",1.780104712
"1984-08-17",1.607329843
"1984-08-20",1.204188482
"1984-08-20",1.073298429
"1984-08-20",1.09947644
"1984-08-21",1.406282723
"1984-08-21",1.965445026
"1984-08-26",3.363190576
"1984-08-28",1.570680628
"1984-08-28",1.256544503
"1984-08-29",2.762440838
"1984-08-31",1.066485864
"1984-08-31",1.377950785
"1984-09-02",1.300253403
"1984-09-04",1.319371728
"1984-09-05",3.403141361
"1984-09-09",1.361256545
"1984-09-09",1.178010471
"1984-09-10",4.293193717
"1984-09-11",4.808376963
"1984-09-11",1.09947644
"1984-09-14",2.219895288
"1984-09-15",2.617801047
"1984-09-18",1.434496335
"1984-09-23",1.047120419
"1984-09-26",2.513089005
"1984-09-26",1.621459686
"1984-09-28",19.16230366
"1984-09-30",1.570680628
"1984-10-01",2.303664921
"1984-10-03",1.845554974
"1984-10-04",1.047120419
"1984-10-04",1.989528796
"1984-10-06",2.827225131
"1984-10-08",1.256544503
"1984-10-09",3.979057592
"1984-10-10",1.361256545
"1984-10-10",1.633507853
"1984-10-24",18.84816754
"1984-10-28",1.12565445
"1984-10-29",5.30557801
"1984-11-01",1.727748691
"1984-11-02",1.165342408
"1984-11-04",1.151832461
"1984-11-05",1.256544503
"1984-11-07",3.568586387
"1984-11-07",7.235602094
"1984-11-07",1.570680628
"1984-11-10",7.643979058
"1984-11-13",2.122003141
"1984-11-14",2.931937173
"1984-11-15",1.287958115
"1984-11-17",1.06800733
"1984-11-17",1.27561466
"1984-11-23",1.623036649
"1984-11-23",2.670157068
"1984-12-02",1.256544503
"1984-12-03",1.103048168
"1984-12-03",1.204188482
"1984-12-08",1.151832461
"1984-12-08",1.884816754
"1984-12-10",7.539267016
"1984-12-11",1.09947644
"1984-12-12",1.570680628
"1984-12-13",2.670157068
"1984-12-17",1.151832461
"1984-12-19",3.87434555
"1984-12-22",5.02617801
"1984-12-28",1.780104712
"1984-12-29",4.764397906
"1984-12-31",1.151832461
"1985-01-01",1.5
"1985-01-03",1.251
"1985-01-04",1.03
"1985-01-05",1.05
"1985-01-05",1.9
"1985-01-05",1.1
"1985-01-06",1.88175
"1985-01-07",1.007
"1985-01-07",1.63
"1985-01-07",1.025
"1985-01-08",1.007274
"1985-01-08",3.5
"1985-01-10",2.9
"1985-01-11",2.463137
"1985-01-11",4.625
"1985-01-11",1.03
"1985-01-11",1.4
"1985-01-12",1.077075
"1985-01-12",1.32
"1985-01-13",2.6
"1985-01-13",1.08
"1985-01-14",1.517
"1985-01-16",1.07
"1985-01-17",2.256823
"1985-01-20",1.788413
"1985-01-22",1.278896
"1985-01-24",4.609074
"1985-01-25",3.183
"1985-01-28",1.2
"1985-01-28",2.743
"1985-01-30",3
"1985-01-31",1.008938
"1985-02-08",1.004084
"1985-02-10",1.85
"1985-02-11",1.520994
"1985-02-11",1.250089
"1985-02-11",1
"1985-02-12",1.956
"1985-02-14",1.05
"1985-02-15",2.779
"1985-02-16",22.137567
"1985-02-17",1.445
"1985-02-17",1.0051
"1985-02-19",1
"1985-02-19",1
"1985-02-20",16.3
"1985-02-20",1.11
"1985-02-21",1.475
"1985-02-21",1.049873
"1985-02-23",1.753542
"1985-02-25",6.143355
"1985-02-27",1.23
"1985-03-03",1.939
"1985-03-04",46.5
"1985-03-05",1.241472
"1985-03-11",3.4
"1985-03-12",1
"1985-03-17",6.2
"1985-03-19",1.966237
"1985-03-20",2.17
"1985-03-22",1.296
"1985-03-23",1.555
"1985-03-27",1.15
"1985-03-28",1.33
"1985-03-28",4.124285
"1985-04-11",1.394239
"1985-04-12",4.761228
"1985-04-14",4.868852
"1985-04-19",4
"1985-04-21",1.6
"1985-04-24",7.085
"1985-04-26",1.765054
"1985-04-27",6.306654
"1985-04-28",1.25
"1985-04-28",1.2
"1985-04-29",1.226412
"1985-04-30",6.563
"1985-04-30",4.17
"1985-05-02",2.68
"1985-05-02",1.075
"1985-05-04",1.932957
"1985-05-05",1.375
"1985-05-06",1.25
"1985-05-07",3.38
"1985-05-09",1.3801
"1985-05-14",2.283
"1985-05-15",2.35
"1985-05-26",3.15
"1985-05-27",3.35
"1985-05-28",4
"1985-05-28",10.5
"1985-05-29",2.89
"1985-05-31",5.5
"1985-05-31",2.8
"1985-06-01",1.26
"1985-06-02",1.1
"1985-06-06",2.126759
"1985-06-10",2.2
"1985-06-11",1.07
"1985-06-12",9.2
"1985-06-13",1.5
"1985-06-15",1.65
"1985-06-16",12.225
"1985-06-18",1.4
"1985-06-19",14.239
"1985-06-22",1.085
"1985-06-22",1.05
"1985-06-27",2.65
"1985-06-27",2.123
"1985-06-28",5.2
"1985-06-28",1.825
"1985-06-29",1.1
"1985-07-02",1
"1985-07-02",2.065
"1985-07-06",1.2774
"1985-07-06",1.195
"1985-07-07",1.2
"1985-07-07",1.1
"1985-07-08",1.4
"1985-07-13",1.585
"1985-07-15",3.265042
"1985-07-15",1.2
"1985-07-16",2.433
"1985-07-22",1.6
"1985-07-28",2
"1985-08-02",4.76
"1985-08-03",1.165
"1985-08-04",1.372
"1985-08-06",1.2
"1985-08-06",1.65
"1985-08-06",1.7
"1985-08-07",1.3
"1985-08-14",1.1
"1985-08-16",1.1
"1985-08-19",1.241012
"1985-08-19",1.005
"1985-08-20",3.282
"1985-08-21",1.05
"1985-08-23",57.410636
"1985-08-24",1.088
"1985-08-24",1.118
"1985-08-25",2.67
"1985-08-28",1.0749
"1985-08-30",2.141
"1985-08-31",5.85
"1985-09-02",14.3
"1985-09-04",1.971
"1985-09-07",1.7
"1985-09-08",6.167
"1985-09-11",1.05
"1985-09-12",1.156058
"1985-09-13",3.58215
"1985-09-15",13.5
"1985-09-19",1.2015
"1985-09-19",1.65
"1985-09-23",1.3776
"1985-09-24",3.8
"1985-09-25",1.3255
"1985-09-25",4.05
"1985-09-29",6.7
"1985-10-02",1.16
"1985-10-03",1.5
"1985-10-06",1.06
"1985-10-10",1.491287
"1985-10-11",1.981813
"1985-10-12",1.5
"1985-10-12",3.21436
"1985-10-12",4.1
"1985-10-13",1
"1985-10-16",10.7
"1985-10-17",19.4
"1985-10-17",1.605603
"1985-10-18",1.132
"1985-10-18",2.255
"1985-10-19",2.02
"1985-10-20",1.231
"1985-10-22",4.1
"1985-10-25",7.23
"1985-10-26",1.85
"1985-10-29",1
"1985-10-30",2.56
"1985-11-05",1.553
"1985-11-05",1.7
"1985-11-06",1.045472
"1985-11-06",1.054
"1985-11-10",1
"1985-11-13",8.71
"1985-11-16",1.5
"1985-11-17",1.5
"1985-11-18",1.26106
